<<<<<<< HEAD
Petition,URL,State,Signatures Count,Health,Crime/Safety,Government,Vehicles,Entertainment/Spectation,Socialising/Participation,Education,Environment,Animals
Do not pass the Covert Human Intelligence Sources Criminal Conduct Bill,https://petition.parliament.uk/petitions/553485,open,10899,,1,,,,,,,
Public Inquiry into Unfair Trading Practices of Holiday Caravan Park Owners,https://petition.parliament.uk/petitions/553515,open,10792,,,1,,,,,,
Save Community Sports Clubs and Leisure Facilities with a Sports Recovery Fund,https://petition.parliament.uk/petitions/553619,open,46546,1,,,,,,,,
Protect Jones’ Hill Wood from being destroyed by HS2,https://petition.parliament.uk/petitions/553647,open,1423,,,,,,,,1,
Establish a national waste plastic collection/recycling programme for England,https://petition.parliament.uk/petitions/553651,open,2466,,,,,,,,1,
Exempt amateur boxing from Covid-19 restrictions,https://petition.parliament.uk/petitions/553694,open,11296,,,,,,1,,,
Make Indefinite Leave to Remain available to anyone resident in UK for 10 years,https://petition.parliament.uk/petitions/553739,open,5014,,,1,,,,,,
Provide specific support for the UK Aviation industry ,https://petition.parliament.uk/petitions/553818,open,7404,,,1,,,,,,
Amend rules on indoor sports to allow players who turn 18 to finish the season,https://petition.parliament.uk/petitions/553959,open,1390,,,,,,1,,,
Require GPs to sign off on renewal of driving licences for over 70s,https://petition.parliament.uk/petitions/554012,open,1488,,1,,,,,,,
Ban greyhound racing to end unnecessary deaths & suffering of racing dogs,https://petition.parliament.uk/petitions/554073,open,34311,,,,,,,,,1
Implement sanctions against the Nigerian Government and officials,https://petition.parliament.uk/petitions/554150,open,220932,,,1,,,,,,
Award 2021 grades based on 50:50 of teacher assessment and exams,https://petition.parliament.uk/petitions/554171,open,2339,,,,,,,1,,
Two year minimum sentencing for 1st time offenders caught with a knife 16 yrs +,https://petition.parliament.uk/petitions/554242,open,1115,,1,,,,,,,
End child food poverty – no child should be going hungry,https://petition.parliament.uk/petitions/554276,open,1110566,1,,,,,,,,
Loosen restrictions on visits to vulnerable patients in local lockdown areas,https://petition.parliament.uk/petitions/554312,open,1139,,,,,,1,,,
"Prioritise teachers, school and childcare staff for Covid-19 vaccination",https://petition.parliament.uk/petitions/554316,open,489882,,,,,,,1,,
"Establish free movement & trade agreements with Canada, Australia & New Zealand",https://petition.parliament.uk/petitions/554372,open,14353,,,1,,,,,,
Reform IPSA - cap MP payrises in line with other Public sector pay,https://petition.parliament.uk/petitions/554400,open,10952,,,1,,,,,,
Reduce VAT to 5% for the Hair & Beauty Industry inline with Hospitality.,https://petition.parliament.uk/petitions/554470,open,20779,,,,,,1,,,
Keep the beauty industry open ,https://petition.parliament.uk/petitions/554478,open,1571,,,,,,1,,,
To Seek a 1 year Extension to the Brexit Transition Period & a Second Referendum,https://petition.parliament.uk/petitions/554492,open,65664,,,1,,,,,,
Ban Trail Hunting,https://petition.parliament.uk/petitions/554497,open,17352,,,,,,,,,1
"Stop Unregistered Pedigree Cat Breeding.
Coco’s Law.",https://petition.parliament.uk/petitions/554509,open,2006,,,,,,,,,1
Make the wearing of Cycle Helmets for children under 16 Law,https://petition.parliament.uk/petitions/554513,open,1681,1,,,,,,,,
Allow swimming pools to remain open during Covid-19 in all alert levels,https://petition.parliament.uk/petitions/554540,open,6832,1,,,,,,,,
Ensure Student Nurses are paid whilst on placement,https://petition.parliament.uk/petitions/554624,open,48022,1,,,,,,,,
Approve the return to training plan for contact sports,https://petition.parliament.uk/petitions/554776,open,10673,,,,,,1,,,
Fund 1:1 support for children with ECHPs all year not just term time,https://petition.parliament.uk/petitions/554844,open,1415,1,,,,,,,,
Change our electoral system to Proportional Representation for true democracy,https://petition.parliament.uk/petitions/554910,open,2529,,,1,,,,,,
Make the consumption of dog and cat meat illegal,https://petition.parliament.uk/petitions/555039,open,2833,,,,,,,,,1
"Allow open-air swimming pools, lidos & lakes to open in a new Covid-19 lockdown",https://petition.parliament.uk/petitions/555079,open,31483,1,,,,,,,,
Keep tax-free sales at airports and the VAT Retail Export Scheme,https://petition.parliament.uk/petitions/555140,open,12571,,,1,,,,,,
Ensure all Health Care Students are paid during placements during Covid-19,https://petition.parliament.uk/petitions/555178,open,2487,1,,,,,,,,
Ban production and export of pesticides already banned for use within the UK,https://petition.parliament.uk/petitions/555241,open,1878,,,,,,,,1,
Abolish time limits to bring charges for offences for acts of domestic violence,https://petition.parliament.uk/petitions/555276,open,8830,,1,,,,,,,
Do not require salons to close due to Covid-19,https://petition.parliament.uk/petitions/555408,open,27923,,,,,,1,,,
Fund appropriate support for children with Speech & Communication Disorders.,https://petition.parliament.uk/petitions/555435,open,1208,1,,,,,,,,
Allow the resumption of Indoor Tennis across the UK in Tier 2 and Tier 3.,https://petition.parliament.uk/petitions/555506,open,1329,1,,,,,,,,
Refund ALL University student tuition fees due to lack of quality in education,https://petition.parliament.uk/petitions/555516,open,1173,,,,,,,1,,
"Fund free female sanitary products, such as sanitary towels and tampons",https://petition.parliament.uk/petitions/555551,open,1651,1,,,,,,,,
Increase food and drink prices for MPs in House of Commons catering venues,https://petition.parliament.uk/petitions/555565,open,3957,,,1,,,,,,
Abolish the House of Lords,https://petition.parliament.uk/petitions/555591,open,3737,,,1,,,,,,
Allow fitness classes to resume in areas with tier 3 restrictions,https://petition.parliament.uk/petitions/555618,open,23709,1,,,,,,,,
Fully fund schools for Covid-19 costs and provide relief for loss of income,https://petition.parliament.uk/petitions/555718,open,29243,,,,,,,1,,
Permanently exempt the VAT on PPE,https://petition.parliament.uk/petitions/555773,open,3643,1,,,,,,,,
Ban Slaughter and Breeding of Innocent Animals for food,https://petition.parliament.uk/petitions/556039,open,2459,,,,,,,,,1
Regulate the sale and advertising of diet products,https://petition.parliament.uk/petitions/556172,open,2977,1,,,,,,,,
Save our Green and Pleasant Land and abandon the proposed Planning Reforms,https://petition.parliament.uk/petitions/556396,open,4054,,,,,,,,1,
Require that companies add clear ‘added allergen’ labelling when changing recipe,https://petition.parliament.uk/petitions/556510,open,1016,1,,,,,,,,
Enable online learning for children who live with those who are vulnerable,https://petition.parliament.uk/petitions/556586,open,5916,1,,,,,,,,
Make all forms of LGBT Conversion Therapy Practices illegal in 2021,https://petition.parliament.uk/petitions/556653,open,1952,1,,,,,,,,
Impose mandatory 10-year custodial sentences for all child sexual abuse offences,https://petition.parliament.uk/petitions/556664,open,3858,,1,,,,,,,
Scrap the proposed ban on new petrol and diesel cars,https://petition.parliament.uk/petitions/556842,open,7266,,,,,,,,1,
Keep gyms and leisure facilities open during any lockdown,https://petition.parliament.uk/petitions/556956,open,7926,1,,,,,,,,
Hold an immediate general election,https://petition.parliament.uk/petitions/557074,open,1348,,,1,,,,,,
Allow golf to be played with appropriate safety measures,https://petition.parliament.uk/petitions/557167,open,132001,,,,,,1,,,
"Extend paid maternity leave by at least four months
 
",https://petition.parliament.uk/petitions/557195,open,55299,,,1,,,,,,
Allow all dance studios to open with covid safety precautions in place,https://petition.parliament.uk/petitions/557275,open,5958,1,,,,,,,,
Exempt driving tests and lessons from COVID-19 restrictions,https://petition.parliament.uk/petitions/557462,open,22253,,,,1,,,,,
Ban non-stun slaughter in the UK,https://petition.parliament.uk/petitions/557589,open,1121,,,,,,,,,1
'Non Essential' shops should be allowed to stay open during the current lockdown,https://petition.parliament.uk/petitions/557629,open,5832,,,,,,,,1,
Exempt outdoor tennis from closure due to COVID-19,https://petition.parliament.uk/petitions/557658,open,27206,1,,,,,,,,
Stop the sale of fireworks to the general public.,https://petition.parliament.uk/petitions/557780,open,3785,,,,,,,,1,
Extend driving theory test certificates expiring in 2020/21 by 12 months,https://petition.parliament.uk/petitions/558160,open,61928,,,,1,,,,,
Extend the deadline for filing 2019/20 self-assessment tax returns,https://petition.parliament.uk/petitions/558528,open,2580,,,1,,,,,,
Exclude all motorcycle training and examinations from any Covid-19 restrictions,https://petition.parliament.uk/petitions/558548,open,7127,,,,1,,,,,
Restrict police powers under the Dangerous Dogs Act,https://petition.parliament.uk/petitions/558614,open,5272,,,,,,,,,1
Ensure student nurses and midwives are paid for working during Covid-19,https://petition.parliament.uk/petitions/558625,open,35612,1,,,,,,,,
Ban cows with calves from being kept in fields with public access,https://petition.parliament.uk/petitions/558762,open,1133,,1,,,,,,,
Allow learner drivers to go out and drive with people from their household.,https://petition.parliament.uk/petitions/559063,open,10830,,,,1,,,,,
Create a Government compensation scheme for all mesh implant recipients,https://petition.parliament.uk/petitions/559064,open,3224,1,,,,,,,,
"Publish a cost benefit analysis of Covid-19 restrictions, including lockdown",https://petition.parliament.uk/petitions/559117,open,1210,,,1,,,,,,
New parents on Statutory Maternity to receive 80% of their wage.,https://petition.parliament.uk/petitions/559135,open,1076,,,1,,,,,,
Stop all flights between 10.30pm and 7am at regional airports,https://petition.parliament.uk/petitions/559343,open,1111,,,,,,,,1,
The Government must contribute NI and Pensions under the new furlough scheme.,https://petition.parliament.uk/petitions/559375,open,1873,,,1,,,,,,
Create a wildlife corridor in place of HS2,https://petition.parliament.uk/petitions/559409,open,1795,,,,,,,,1,
Allow a referendum on devolving powers to a Yorkshire Regional Parliament,https://petition.parliament.uk/petitions/559524,open,1077,,,1,,,,,,
Allow both members of all same-sex female couples to be on the birth certificate,https://petition.parliament.uk/petitions/559802,open,5577,,,1,,,,,,
Prioritise the extremely clinically vulnerable for COVID-19 vaccine,https://petition.parliament.uk/petitions/559852,open,1293,1,,,,,,,,
Increase funding for crisis and acute mental health services,https://petition.parliament.uk/petitions/559871,open,5106,1,,,,,,,,
Ensure bowel cancer screening is offered to all adults,https://petition.parliament.uk/petitions/559882,open,4619,1,,,,,,,,
Give students the option to take exams or receive assessed grades for 2020/21,https://petition.parliament.uk/petitions/559964,open,10686,,,,,,,1,,
Change the law to increase sentencing for Hare coursing and poaching.,https://petition.parliament.uk/petitions/560065,open,11805,,1,,,,,,,
Introduce an emergency Universal Basic Income during the COVID-19 outbreak,https://petition.parliament.uk/petitions/560132,open,1142,,,1,,,,,,
Make dog theft a specific criminal offence,https://petition.parliament.uk/petitions/560216,open,143522,,,,,,,,,1
Support Boarding Kennels and Catteries,https://petition.parliament.uk/petitions/560514,open,23525,,,,,,,,,1
Increase investment in Pancreatic Cancer research,https://petition.parliament.uk/petitions/560539,open,7164,1,,,,,,,,
Let airlines allow pets under 10kg in the airplane’s cabin to and from the UK.,https://petition.parliament.uk/petitions/560549,open,1161,,,,,,,,,1
Ban use of recoverable/reversible stun methods for livestock,https://petition.parliament.uk/petitions/560605,open,1372,,,,,,,,,1
Reimburse student rents for all accommodation not used during this academic year,https://petition.parliament.uk/petitions/560735,open,39532,,,,,,,1,,
Add Saudi Arabia to the Travel Corridor List,https://petition.parliament.uk/petitions/560820,open,3534,,,1,,,,,,
Extend income replacement schemes to those who don't currently qualify,https://petition.parliament.uk/petitions/560845,open,6747,,,1,,,,,,
